smile,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,NiO2,ethanol,toluene,IPA,THF,chlorobenzene,2-Methoxyethanol,CH2CL2,concentration(mg/ml),wash,E,Cs,FA,MA,Pb,Sn,I,Br,CL,C60,BCP,PC60BM,PCBM,PC61BM,PEAI,ALD-SnO2,PCE
OP(CCCCN1C2=C(C(C=CC=C3)=C3C=C2)C4=C1C=CC=C4)(O)=O,1.823,1109.991,17.441,13.799,14.693,12.045,8.478,10.275,6.445,8.222,4.743,5.642,3.647,4.282,7.596,4.565,0,6.162,6.421,12.966,32.578,0,6.066,59.164,9.787,353.118,0.2,-2.13,25,333.198,712190.868,16.344,6.305,3.089,145.407,11.051,0.34,11.051,0.325,0.049,0.325,-3.91,-0.34,4.906,103.095,353.358,2,4,0,0,0,3,1,4,2,2,5,0,5,0,0,0,128,14.354,0,0,0,0,7.596,4.565,0,0,0,48.531,35.747,34.513,0,4,14.352,40.174,0,4.567,0,19.386,6.162,60.664,0,0,0,0,0,7.596,20.516,11.11,0,12.842,60.664,0,32.578,0,62.46,0,0,0,0,0,0,0,0,13.326,44.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3,0,0.5,0.07,0.9,0.03,1,0,0.92,0.08,0,1,1,0,0,0,0,0,14.2
OP(CCCCN1C2=C(C(C=CC=C3)=C3C=C2)C4=C1C=CC=C4)(O)=O,1.823,1109.991,17.441,13.799,14.693,12.045,8.478,10.275,6.445,8.222,4.743,5.642,3.647,4.282,7.596,4.565,0,6.162,6.421,12.966,32.578,0,6.066,59.164,9.787,353.118,0.2,-2.13,25,333.198,712190.868,16.344,6.305,3.089,145.407,11.051,0.34,11.051,0.325,0.049,0.325,-3.91,-0.34,4.906,103.095,353.358,2,4,0,0,0,3,1,4,2,2,5,0,5,0,0,0,128,14.354,0,0,0,0,7.596,4.565,0,0,0,48.531,35.747,34.513,0,4,14.352,40.174,0,4.567,0,19.386,6.162,60.664,0,0,0,0,0,7.596,20.516,11.11,0,12.842,60.664,0,32.578,0,62.46,0,0,0,0,0,0,0,0,13.326,44.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.07,0.9,0.03,1,0,0.92,0.08,0,1,1,0,0,0,0,0,17.9
OP(CCCCN1C2=C(C(C=CC=C3)=C3C=C2)C4=C1C=CC=C4)(O)=O,1.823,1109.991,17.441,13.799,14.693,12.045,8.478,10.275,6.445,8.222,4.743,5.642,3.647,4.282,7.596,4.565,0,6.162,6.421,12.966,32.578,0,6.066,59.164,9.787,353.118,0.2,-2.13,25,333.198,712190.868,16.344,6.305,3.089,145.407,11.051,0.34,11.051,0.325,0.049,0.325,-3.91,-0.34,4.906,103.095,353.358,2,4,0,0,0,3,1,4,2,2,5,0,5,0,0,0,128,14.354,0,0,0,0,7.596,4.565,0,0,0,48.531,35.747,34.513,0,4,14.352,40.174,0,4.567,0,19.386,6.162,60.664,0,0,0,0,0,7.596,20.516,11.11,0,12.842,60.664,0,32.578,0,62.46,0,0,0,0,0,0,0,0,13.326,44.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7,0,0.5,0.07,0.9,0.03,1,0,0.92,0.08,0,1,1,0,0,0,0,0,12.5
OC(C(C=C1)=CC=C1C(S2)=CC(CCCCCC)=C2C(S3)=CC(CCCCCC)=C3C4=CC(OC)=C(OC)C(OC)=C4)=O,1.803,1457.036,30.769,26.087,27.72,20.93,15.333,16.966,10.848,12.952,7.784,10.417,5.41,7.959,5.969,9.901,0,0,22.812,36.81,69.16,33.462,34.806,38.113,14.211,620.263,0.417,-3.29,43,576.525,4792085520,32.62,15.97,8.008,264.019,11.424,0.493,11.424,0.335,0.307,0.335,-0.903,-0.493,10.78,180.811,620.877,1,5,0,0,0,2,2,4,6,1,7,0,17,0,0,0,230,19.317,0,11.499,5.75,0,5.969,0,4.795,0,22.674,64.505,84.335,19.509,26.893,4,24.112,28.643,0,0,0,78.056,21.329,65.221,0,47.884,14.211,0,17.249,22.674,32.405,12.842,0,86.699,48.531,0,30.635,0,64.99,0,3.643,0,0,0,0,0,0,0,86.191,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0.25,1,0.37,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,10.24
OC(C(C=C1)=CC=C1C(S2)=CC(CCCCCC)=C2C(S3)=CC(CCCCCC)=C3C4=CC(OC)=CC(OC)=C4)=O,1.77,1392.453,29.192,24.756,26.389,19.965,14.798,16.431,10.535,12.64,7.471,10.104,5.136,7.685,5.969,9.901,0,0,5.563,35.468,82.002,26.352,40.873,38.113,9.474,590.252,0.4,-3.09,41,548.515,1907292420,30.859,15.226,8.016,252.54,11.395,0.497,11.395,0.335,0.314,0.335,-0.896,-0.497,10.772,174.259,590.851,1,4,0,0,0,2,2,4,5,1,6,0,16,0,0,0,218,14.58,11.499,0,0,0,5.969,0,4.795,0,22.674,64.505,84.335,25.575,19.783,4,19.375,28.643,0,0,0,78.056,14.22,71.288,0,42.135,9.474,0,11.499,22.674,25.295,12.842,0,86.699,54.597,0,30.635,0,55.76,0,3.684,0,0,0,0,0,0,0,80.983,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0.24,1,0.33,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,12.03
BrC1=C(CCCCCC)C=C(C2=C(CCCCCC)C=C(C3=CC=C(C(O)=O)C=C3)S2)S1,1.864,1001.34,22.924,19.085,22.304,15.528,11.781,14.207,8.378,11.801,5.806,9.173,3.916,7.038,5.969,9.901,0,0,5.563,18.405,80.911,12.133,34.806,41.91,0,532.111,0.444,-1.43,32,500.333,18990654.46,25.198,12.714,6.786,208.394,11.209,0.478,11.209,0.335,0.334,0.335,-0.88,-0.478,9.85,143.419,533.597,1,2,0,0,0,1,2,3,3,1,5,0,13,0,0,0,172,5.107,0,0,0,0,5.969,0,4.795,0,22.674,64.505,82.569,14.631,9.35,3,9.901,44.573,0,0,0,78.056,0,56.875,0,20.195,0,0,0,38.604,11.076,12.842,0,86.699,40.185,0,20.195,0,37.3,0,3.693,0,0,0,0,0,0,1.265,56.636,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0.21,1,0.15,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,11.89
OP(CCN1C2=C(C=C(OC)C=C2)C3=C1C=CC(OC)=C3)(O)=O,2.249,850.361,16.613,12.892,13.786,10.925,7.113,8.911,5.306,7.083,3.894,4.677,2.787,3.248,7.596,14.352,0,12.707,0,33.305,0,14.22,40.965,0,9.474,335.092,0.25,-2.01,23,317.152,176683.263,15.869,5.888,3.059,132.952,11.241,0.497,11.241,0.327,0.204,0.327,-4.064,-0.497,2.989,89.459,335.296,2,6,0,0,0,2,1,3,4,2,7,0,5,0,0,0,122,23.828,11.499,0,0,0,7.596,4.565,0,0,0,0,36.398,28.351,20.382,3,23.826,29.402,0,4.567,0,6.545,20.382,36.398,0,11.499,9.474,0,11.499,7.596,34.735,11.11,0,0,36.398,0,21.806,0,80.92,0,0,0,0,0,0,0,0,13.16,44.646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.69,0.05,0.874,0.076,1,0,0.9,0.1,0,0,1,0,1,0,0,0,19.6
OP(CCN1C2=C(C=C(OC)C=C2)C3=C1C=CC(OC)=C3)(O)=O,2.249,850.361,16.613,12.892,13.786,10.925,7.113,8.911,5.306,7.083,3.894,4.677,2.787,3.248,7.596,14.352,0,12.707,0,33.305,0,14.22,40.965,0,9.474,335.092,0.25,-2.01,23,317.152,176683.263,15.869,5.888,3.059,132.952,11.241,0.497,11.241,0.327,0.204,0.327,-4.064,-0.497,2.989,89.459,335.296,2,6,0,0,0,2,1,3,4,2,7,0,5,0,0,0,122,23.828,11.499,0,0,0,7.596,4.565,0,0,0,0,36.398,28.351,20.382,3,23.826,29.402,0,4.567,0,6.545,20.382,36.398,0,11.499,9.474,0,11.499,7.596,34.735,11.11,0,0,36.398,0,21.806,0,80.92,0,0,0,0,0,0,0,0,13.16,44.646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.55,0.05,0.874,0.076,1,0,0.9,0.1,0,0,1,0,1,0,0,0,21.7
ClC1=CC=C(S(=O)(O)=O)C=C1,3.202,340.595,8.483,5.359,6.932,4.999,2.73,4.548,1.929,3.787,1.111,2.231,0.607,1.213,10.118,8.418,0,4.895,5.023,0,24.265,0,0,0,16.154,191.965,0,-0.58,11,187.583,230.735,8.516,2.809,2.181,69.363,10.457,0.294,10.457,0.294,0.151,0.282,-4.078,-0.282,1.587,41.267,192.623,1,3,0,0,0,1,0,1,2,1,5,0,1,0,0,0,60,0,0,0,0,10.118,0,4.553,0,8.418,0,11.601,24.265,5.023,4.895,1,12.971,21.719,0,0,0,4.895,0,29.288,0,0,0,0,0,11.601,12.971,10.118,0,0,29.161,5.023,0,0,54.37,0,1.407,0,0,0,0,0,0,29.422,5.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,0,0.33,0.05,0.874,0.076,1,0,0.9,0.1,0,0,1,0,1,0,0,0,21.8
OP(CCN1C2=C(C=C(OC)C=C2)C3=C1C=CC(OC)=C3)(O)=O,2.249,850.361,16.613,12.892,13.786,10.925,7.113,8.911,5.306,7.083,3.894,4.677,2.787,3.248,7.596,14.352,0,12.707,0,33.305,0,14.22,40.965,0,9.474,335.092,0.25,-2.01,23,317.152,176683.263,15.869,5.888,3.059,132.952,11.241,0.497,11.241,0.327,0.204,0.327,-4.064,-0.497,2.989,89.459,335.296,2,6,0,0,0,2,1,3,4,2,7,0,5,0,0,0,122,23.828,11.499,0,0,0,7.596,4.565,0,0,0,0,36.398,28.351,20.382,3,23.826,29.402,0,4.567,0,6.545,20.382,36.398,0,11.499,9.474,0,11.499,7.596,34.735,11.11,0,0,36.398,0,21.806,0,80.92,0,0,0,0,0,0,0,0,13.16,44.646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.034,1,0.5,0.05,0.92,0.03,1,0,0.83,0.17,0,1,1,0,0,0,0,0,20.1
CCC(CCCC)COC(C=C1)=CC=C1C(C=C2)=CC3=C2N(C4=CC=C(C(O)=O)C=C4)C5=C3C=C(C6=CC=C(OCC(CCCC)CC)C=C6)C=C5,1.327,1938.082,36.451,31.237,31.237,25.414,19.302,19.302,14.155,14.155,10.571,10.571,7.125,7.125,5.969,9.901,0,5.563,11.836,87.301,38.525,12.133,12.133,117.191,9.474,695.397,0.34,-5.03,52,642.52,6.11932731837e+11,36.751,17.459,8.528,308.772,11.623,0.493,11.623,0.335,0.27,0.335,-0.931,-0.493,13.006,216.214,695.944,1,5,0,0,0,5,1,6,4,1,5,0,18,0,0,0,270,19.147,11.499,0,0,0,5.969,0,4.795,0,0,102.618,119.728,16.46,29.811,6,19.375,27.775,0,4.567,11.836,79.062,13.214,114.758,0,39.44,9.474,0,11.499,0,28.857,0,11.836,89.42,109.195,0,49.747,0,60.69,0,0,0,0,0,0,0,0,2.225,103.108,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0.4,0,0,0,0.7,1,0.22,0.175,0.75,0.075,1,0,0.875,0.125,0,1,1,0,0,0,0,0,13.04
CC1(C)C2=C(C=CC=C2)C(C1=C3)=CC=C3N(C4=CC(C(C=CC=C5)=C5C6(C)C)=C6C=C4)C7=C8C(C=CC=C8)=C(C(O)=O)C=C7,1.397,2170.541,30.38,25.35,25.35,21.175,15.217,15.217,13.119,13.119,10.023,10.023,7.77,7.77,5.969,9.901,0,10.83,5.563,27.835,44.508,6.066,30.332,117.524,0,571.251,0.146,-5.15,44,538.456,15674083904,26.475,9.174,3.59,257.6,12.235,0.478,12.235,0.336,0.089,0.336,-0.923,-0.478,10.62,180.718,571.72,1,3,2,0,2,6,0,6,2,1,3,0,4,0,0,0,214,10.006,0,0,0,0,5.969,0,4.795,0,0,112.624,86.292,27.591,11.251,8,9.901,33.804,0,0,0,38.525,4.9,149.145,0,22.254,4.9,17.062,0,0,11.076,10.83,0,60.307,121.327,0,33.026,0,40.54,0,0,0,0,0,0,0,0,0,90.5,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.57,1,0.03,0.175,0.75,0.075,1,0,0.875,0.125,0,1,1,0,0,0,0,0,20
O=C(O)C(C=C1)=CC=C1C(C=C2)=CC=C2N3C4=C(C=C(C5=CC=CS5)C=C4)C6=C3C=CC(C7=CC=CS7)=C6,1.388,1821.086,25.639,20.166,21.799,18.653,12.258,14.017,9.183,11.079,6.967,8.805,5.102,6.55,5.969,9.901,0,0,5.563,16.814,42.687,34.806,12.133,100.256,0,527.101,0,-4.45,38,506.502,1413244452,22.725,9.137,3.842,227.044,11.213,0.478,11.213,0.335,0.291,0.335,-0.914,-0.478,9.606,159.802,527.67,1,3,0,0,0,4,3,7,4,1,5,0,5,0,0,0,182,9.674,0,0,0,0,5.969,0,4.795,0,22.674,48.531,93.678,26.214,16.597,7,9.901,50.449,0,4.567,0,0,0,125.518,0,37.695,0,0,0,22.674,15.643,0,0,10.358,119.955,0,59.501,0,42.23,0,3.517,0,0,0,0,0,0,2.332,74.485,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,52.77,0,0.45,0.05,0.8075,0.1425,1,0,0.85,0.15,0,0,1,0,1,0,0,0,18.63
O=C(O)C(C=C1)=CC=C1C(C=C2)=CC=C2N3C4=C(C=C(C5=CC=C(C6=CC=CS6)C=C5)C=C4)C7=C3C=CC(C8=CC=C(C9=CC=CS9)C=C8)=C7,1.154,2479.255,33.606,26.785,28.418,24.586,16.4,18.16,12.338,14.233,9.404,11.241,6.808,8.274,5.969,9.901,0,5.563,0,27.848,53.907,34.806,12.133,148.787,0,679.164,0,-6.01,50,650.634,8.15966357467e+11,30.078,12.462,5.43,297.158,11.355,0.478,11.355,0.335,0.284,0.335,-0.921,-0.478,12.94,210.674,679.866,1,3,0,0,0,6,3,9,4,1,5,0,7,0,0,0,238,9.674,0,0,0,0,5.969,0,4.795,0,22.674,97.062,115.931,26.214,16.597,9,9.901,50.449,0,4.567,0,0,0,174.049,0,59.949,0,0,0,22.674,15.643,0,0,10.358,168.486,0,81.755,0,42.23,0,3.517,0,0,0,0,0,0,2.343,97.141,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,67.99,0,0.62,0.05,0.8075,0.1425,1,0,0.85,0.15,0,0,1,0,1,0,0,0,19.8
O=C(O)C(C=C1)=CC=C1C(C=C2)=CC=C2N3C4=C(C=C(C5=CC=C(CO)C=C5)C=C4)C6=C3C=CC(C7=CC=C(CO)C=C7)=C6,1.37,2019.597,30.208,23.813,23.813,21.517,14.45,14.45,10.939,10.939,8.295,8.295,5.874,5.874,5.969,20.114,0,18.777,0,72.001,0,12.133,60.664,65.231,0,575.21,0.051,-5.49,44,546.432,19215490552,27.35,11.303,4.943,254.081,11.273,0.478,11.273,0.335,0.015,0.335,-0.936,-0.478,8.468,175.894,575.664,3,5,0,0,0,6,1,7,4,3,5,0,7,0,0,0,214,19.887,0,0,0,0,5.969,0,4.795,0,0,84.929,93.039,16.46,29.811,7,20.114,27.775,0,4.567,0,13.214,0,150.15,0,39.068,0,0,0,0,25.856,13.214,0,21.485,133.46,0,60.874,0,82.69,0,0,0,0,0,0,0,0,2.277,96.723,0,2,2,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.57,0,0.29,0.05,0.8075,0.1425,1,0,0.85,0.15,0,0,1,0,1,0,0,0,16.27
O=C(O)C(C=C1)=CC=C1C(C=C2)=CC=C2N3C4=C(C=CC=C4)C5=C3C=CC=C5,1.619,1259.557,19.087,15.04,15.04,13.72,9.146,9.146,6.799,6.799,5.171,5.171,3.809,3.809,5.969,4.795,0,0,5.563,16.814,21.806,12.133,12.133,77.364,5.107,363.126,0,-3.85,28,346.28,5511818.332,16.333,6.393,2.565,161.649,11.036,0.478,11.036,0.335,0.297,0.335,-0.909,-0.478,6.149,113.176,363.416,1,3,0,0,0,4,1,5,2,1,3,0,3,0,0,0,134,9.674,0,0,0,0,5.969,0,4.795,0,0,60.664,47.525,16.46,16.597,5,9.901,27.775,0,4.567,0,0,0,102.625,0,16.814,0,0,0,0,15.643,0,0,10.358,97.062,0,38.62,0,42.23,0,0,0,0,0,0,0,0,2.28,59.72,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36.34,0,0.06,0.05,0.8075,0.1425,1,0,0.85,0.15,0,0,1,0,1,0,0,0,14.93
OC(C(C=C1)=CC=C1N2C3=C(C=C(C4=C(OC)C=C(OC)C=C4)C=C3)C5=C2C=CC(C6=C(OC)C=C(OC)C=C6)=C5)=O,1.614,1842.863,29.38,23.673,23.673,20.448,13.322,13.322,9.784,9.784,7.577,7.577,5.464,5.464,5.969,9.901,0,5.563,11.499,61.246,0,40.572,48.531,40.965,18.947,559.199,0.114,-5.43,42,530.386,4781464308,26.775,10.858,4.546,242.62,11.51,0.497,11.51,0.335,0.238,0.335,-0.958,-0.497,7.85,164.82,559.618,1,7,0,0,0,5,1,6,6,1,7,0,8,0,0,0,210,28.621,22.998,0,0,0,5.969,0,4.795,0,0,12.133,83.923,39.719,45.036,6,28.849,27.775,0,4.567,0,0,28.439,102.625,0,50.939,18.947,0,22.998,0,44.082,0,0,10.358,97.062,0,49.747,0,79.15,0,0,0,0,0,0,0,0,2.153,91.847,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55.96,0,0.58,0.05,0.8075,0.1425,1,0,0.85,0.15,0,0,1,0,1,0,0,0,20.18
